name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,start_date_local,gear_id,average_speed,max_speed,average_cadence,average_heartrate,max_heartrate
Easy Morning Run,10050.6,3139,3150,29,Run,4140005553,2020-10-02T05:35:45Z,g6367487,3.202,7.1,88.2,151.9,164
Berlin Tempo Run,10010.1,2927,2930,25,Run,4126395768,2020-09-29T05:40:01Z,g6367487,3.42,5.7,89.9,162.9,180
Afternoon Run,20029.8,6208,6285,65,Run,4114604297,2020-09-26T14:26:14Z,g6367487,3.226,6.1,87.2,153.8,165
Easy Morning Run,10043.2,3141,3141,29,Run,4104490133,2020-09-24T05:35:13Z,g6367487,3.197,4.5,87.9,149.7,161
Morning Run,10033.8,2941,2941,28,Run,4099957779,2020-09-23T05:38:13Z,g6956925,3.412,6,88,161.9,182
Easy Morning Run,10109.8,3136,3139,28,Run,4085178071,2020-09-20T05:41:07Z,g6367487,3.224,6.3,87.3,147.5,157
Post-Guinness Jog,8011,2531,2549,22,Run,4071403713,2020-09-17T05:39:18Z,g6367487,3.165,5.3,86.7,147.7,160
Tempo Next% Tryout,8060.1,2244,2247,27,Run,4066539171,2020-09-16T05:37:22Z,g6956925,3.592,8.5,88.1,162.6,178
Morning Run,10052.3,3007,3024,28,Run,4061449705,2020-09-15T05:42:48Z,g4644595,3.343,5.4,88.7,160.2,175
Berlin Morning Run,10082.3,3089,3089,30,Run,4051499211,2020-09-13T05:41:11Z,g6367487,3.264,5.9,89.4,153,170
😅 Grunewald Trail,8069.4,2810,3025,124,Run,4048574413,2020-09-12T14:57:01Z,g6905099,2.872,5.6,80.8,154.8,174
Berlin Morning Run,10021.4,3035,3038,27,Run,4037731877,2020-09-10T05:41:46Z,g6367487,3.302,5.5,88.4,159.5,174
Berlin Morning Run,10038.1,2992,3005,32.8,Run,4028747527,2020-09-08T05:40:36Z,g6367487,3.355,5.3,,165.8,180
Grunewald Trail Light,7750.6,2780,2839,132,Run,4015772944,2020-09-05T15:41:52Z,g6905094,2.788,5.3,82.5,155.1,179
Berlin Morning Run,8008.3,2425,2450,22,Run,4003965048,2020-09-03T05:49:16Z,g6367487,3.302,5.8,89.8,156.6,172
Berlin Morning Run,8007,2459,2476,25,Run,3999205777,2020-09-02T05:46:25Z,g6367487,3.256,5.7,73.3,157,167
Berlin Morning Run,8008.8,2432,2453,25,Run,3984684162,2020-08-30T05:43:55Z,g6367487,3.293,6.3,88.2,154.3,167
Berlin Morning Run,10134.2,3062,3065,29,Run,3980027382,2020-08-29T05:36:39Z,g6367487,3.31,7.2,89.1,158.9,174
Berlin Morning Run,8042.1,2401,2404,32,Run,3976023324,2020-08-28T05:36:01Z,g6367487,3.349,5.5,88,163.4,179
[R] Active Recovery,8014.6,2541,2562,24,Run,3957396114,2020-08-24T05:36:38Z,g6367487,3.154,5.2,86.8,151.7,163
Berlin Morning Run,10076.4,3051,3054,30,Run,3952342897,2020-08-23T05:44:12Z,g6367487,3.303,6.1,88.8,164.6,180
Berlin Morning Run,10108.4,3153,3165,29,Run,3928980048,2020-08-18T05:33:21Z,g6367487,3.206,5.5,87.5,160,178
Berlin Morning Run,10095,3165,3172,30,Run,3905358479,2020-08-13T05:34:55Z,g6367487,3.19,5.8,88.2,155.5,166
Berlin Morning Run,8027.4,2488,2488,22,Run,3895448633,2020-08-11T05:53:51Z,g6367487,3.226,5.6,87.7,152.9,165
Berlin Morning Run,8058.7,2500,2500,25,Run,3885712055,2020-08-09T05:54:35Z,g6367487,3.223,8.2,88.8,151.3,165
Berlin Morning Run,8011.2,2520,2520,27,Run,3876336380,2020-08-07T05:41:02Z,g6367487,3.179,5.8,88.1,149.9,161
Berlin Morning Run,10055.6,2943,2947,28,Run,3861208113,2020-08-04T05:42:27Z,g6367487,3.417,6.1,92,160.2,188
Berlin Morning Run,8016.3,2474,2480,25,Run,3856506376,2020-08-03T05:44:26Z,g6367487,3.24,5.3,87.9,156.5,173
Berlin Morning Run,8024.2,2469,2472,26,Run,3836358868,2020-07-30T05:49:00Z,g6367487,3.25,7.5,88.6,153.5,164
Berlin Morning Run,8011.9,2519,2519,24,Run,3836358686,2020-07-25T05:49:31Z,g6367487,3.181,5.6,87.1,147.5,157
Berlin Morning Run,10057.6,3082,3082,28,Run,3836358546,2020-07-23T05:36:36Z,g6367487,3.263,6.3,88.8,154.4,177
Berlin Morning Run,10036.4,2971,2974,30,Run,3793507090,2020-07-21T05:37:06Z,g6367487,3.378,5.4,90.8,156.6,178
Berlin Morning Run,8025,2518,2521,28,Run,3783313535,2020-07-19T05:46:56Z,g6367487,3.187,5.6,88.2,145.8,156
Berlin Morning Run,12020.5,3679,3679,30,Run,3778219460,2020-07-18T05:34:03Z,g6367487,3.267,5.3,90,152,163
Berlin Morning Run,12007.7,3638,3666,28,Run,3769172028,2020-07-16T05:38:01Z,g6367487,3.301,6.2,91.2,150.9,161
Berlin Morning Run,10020.6,3002,3009,28,Run,3764273014,2020-07-15T05:37:56Z,g6367487,3.338,5.3,90.7,156.1,172
[R] Active Recovery,7994,2553,2553,25,Run,3759074267,2020-07-14T05:39:27Z,g6367487,3.131,5.3,88.3,150.9,163
Morning Run,10018.3,3072,3072,28,Run,3739508041,2020-07-10T05:39:05Z,g6367487,3.261,5.9,89.7,152.2,163
Morning Run,10022,3043,3049,30,Run,3734815727,2020-07-09T05:41:25Z,g6367487,3.293,5.5,90.7,150.9,159
Morning Run,10042.1,3030,3038,30,Run,3730100675,2020-07-08T05:42:28Z,g6367487,3.314,6.7,89.4,152.8,163
Morning Run,8172.5,2451,2488,23,Run,3720302305,2020-07-06T05:43:43Z,g6367487,3.334,10.7,87.2,148.3,160
Morning Run,10056.9,3069,3069,28,Run,3710059231,2020-07-04T05:37:46Z,g6367487,3.277,4.9,89.5,151.4,161
Berlin Morning Run,12001.3,3444,3477,27,Run,3705773075,2020-07-03T05:34:28Z,g6367487,3.485,6.2,92.5,161.1,179
Berlin Morning Run,10033.6,3058,3075,28,Run,3700981393,2020-07-02T05:39:00Z,g6367487,3.281,5.3,89.2,154.2,165
[R] Recovery Run,8021.8,2523,2529,25,Run,3696066733,2020-07-01T05:43:46Z,g6367487,3.179,5.1,87.5,152.1,161
Berlin Morning Run,10027.7,2755,2755,27,Run,3686653110,2020-06-29T05:44:05Z,g6367487,3.64,5.8,95.5,167.8,178
Berlin Morning Run,10041.2,3031,3034,31,Run,3676480428,2020-06-27T05:43:18Z,g6367487,3.313,5.3,90,157.7,175
Easy Berlin Morning Run,7695.9,2339,2344,25,Run,3672179872,2020-06-26T05:50:25Z,g6367487,3.29,7.3,89.7,154.2,164
Berlin Morning Run,10029.6,2919,2919,25,Run,3662201078,2020-06-24T05:40:05Z,g6367487,3.436,5.8,93.4,162.7,178
Berlin Morning Run,10032.1,3038,3048,27,Run,3656792440,2020-06-23T05:41:24Z,g6367487,3.302,5.3,91.7,153.9,167
Easy Berlin Morning Run,8016.8,2524,2524,26,Run,3651949366,2020-06-22T05:42:51Z,g6367487,3.176,4.9,88.7,147.1,154
Berlin Morning Run,12014.7,3738,3738,31,Run,3646574254,2020-06-21T05:40:23Z,g6367487,3.214,6.1,90.8,151.8,159
Easy Berlin Morning Run,8008.5,2519,2519,25,Run,3636768206,2020-06-19T05:45:55Z,g6367487,3.179,5.4,87.9,154.3,166
Berlin Morning Run,10060,2960,2960,28,Run,3632089363,2020-06-18T05:38:00Z,g6367487,3.399,5.7,91.8,162.8,179
Berlin Morning Run,10029.9,3060,3070,28,Run,3627054546,2020-06-17T05:38:08Z,g6367487,3.278,4.9,90.4,156.8,172
Berlin Morning Run,10053.7,3082,3093,27,Run,3616826719,2020-06-15T05:34:18Z,g6367487,3.262,5.6,89.8,154.7,167
Berlin Morning Run,10027.4,3080,3080,28,Run,3611045367,2020-06-14T05:49:46Z,g6367487,3.256,5.3,89.6,156.4,167
Berlin Morning Run,12011.8,3521,3524,32,Run,3601064760,2020-06-12T05:26:55Z,g5236628,3.411,5.1,92.5,163.2,181
[R] Active Recovery,8014.4,2546,2546,23,Run,3596075135,2020-06-11T05:43:27Z,g5236628,3.148,5.1,87.6,154.4,165
Berlin Morning Run,10015,2942,2942,32,Run,3591241939,2020-06-10T05:28:50Z,g5236628,3.404,5,90.4,166.2,181
Berlin Morning Run,10021,3021,3034,27,Run,3581060744,2020-06-08T05:35:46Z,g5236628,3.317,5.7,89.4,162.1,176
Berlin Morning Run,10000.3,3089,3111,28,Run,3550565460,2020-06-02T05:37:31Z,g5236628,3.237,5.6,89.6,155.1,166
Berlin Morning Run,10131.8,2774,2778,28,Run,3533591853,2020-05-30T05:40:29Z,g5236628,3.652,9.6,94.7,168.7,186
Berlin Morning Run,10023.5,3039,3039,27,Run,3523598449,2020-05-28T05:35:47Z,g5236628,3.298,6.2,89.6,159.9,174
Berlin Morning Run,10329,3134,3138,28,Run,3507249384,2020-05-25T05:39:50Z,g5236628,3.296,8,89.1,157,176
Berlin Morning Run,8044.2,2533,2533,28,Run,3507193383,2020-05-22T05:43:24Z,g5236628,3.176,5.7,88.1,152.8,164
Berlin Morning Run,10030.8,3190,3190,30,Run,3474817722,2020-05-19T05:29:35Z,g5236628,3.144,4.5,88.7,153.9,164
[R] Active Recovery,8029.1,2552,2552,25,Run,3469780082,2020-05-18T05:39:10Z,g5236628,3.146,7,89.2,148.6,158
[R] Active Recovery,8021.6,2579,2594,22,Run,3453095754,2020-05-15T05:43:37Z,g5236628,3.11,12.3,87.5,157.1,167
Berlin Morning Run,10014.8,3142,3153,34,Run,3432808427,2020-05-11T05:36:08Z,g5236628,3.187,4.4,90.1,156.2,174
[R] Active Recovery,8021.4,2568,2584,23,Run,3411254202,2020-05-07T05:38:19Z,g5236628,3.124,4.8,86.6,151.4,161
Berlin Morning Run,10026.6,3077,3077,30,Run,3394696449,2020-05-04T05:37:27Z,g5236628,3.259,5.5,90.7,156.6,173
Berlin Morning Run,8179,2543,2552,26.3,Run,3382877273,2020-05-02T05:47:43Z,g5236628,3.216,5.1,,,
Berlin Morning Run,16122.3,5075,5087,42,Run,3373679810,2020-04-30T05:05:45Z,g5236628,3.177,6.2,88.1,155,165
[R] Active Recovery,8043,2556,2568,24,Run,3364316044,2020-04-28T05:41:49Z,g5236628,3.147,4.7,87.5,152.9,160
Grunewaldturm,23050.5,7481,7788,138,Run,3354603844,2020-04-26T08:49:35Z,g5236628,3.081,5.6,87.1,162.7,185
Berlin Morning Run,10022.7,3124,3124,29,Run,3339141212,2020-04-23T05:38:56Z,g5236628,3.208,5.6,89,157.8,166
Berlin Berlin Morning Run,10031.4,3145,3159,35,Run,3329106989,2020-04-21T05:37:04Z,g5236628,3.19,5.3,89.1,158.8,170
Berlin THF Touch and Go,14542.9,4454,4532,39,Run,3319630722,2020-04-19T08:55:47Z,g5236628,3.265,11.6,89.3,160.5,179
Berlin Afternoon Run,10048.2,3161,3296,35,Run,3312242713,2020-04-17T17:07:50Z,g5236628,3.179,5.4,86.6,159.8,177
Berlin Berlin Morning Run,10052.5,3105,3115,31,Run,3300636659,2020-04-15T05:38:43Z,g5236628,3.238,6.7,90,155.6,164
Berlin Morning Run,10034.2,3194,3194,49,Run,3291866472,2020-04-13T06:35:33Z,g5236628,3.142,4.7,87.1,152.9,165
Berlin Morning Run,10152.5,3167,3180,31,Run,3282464374,2020-04-11T05:34:52Z,g5236628,3.206,8,88.8,155.8,164
Berlin Morning Run,10034,3220,3220,27,Run,3269514140,2020-04-08T05:36:55Z,g5236628,3.116,8.1,88.7,154.4,168
Berlin Afternoon Run,17065.5,5436,5675,53,Run,3258357982,2020-04-05T14:00:17Z,g5236628,3.139,5.9,87.4,157.7,166
Berlin Morning Run,8130.7,2526,2535,22,Run,3248577253,2020-04-03T05:44:44Z,g5236628,3.219,10.5,88,158,169
Berlin Morning Run,12019.3,3752,3781,30,Run,3230295353,2020-03-29T10:04:29Z,g5236628,3.203,4.5,89.1,165.1,176
Berlin Morning Run,10090.9,3138,3141,26,Run,3222500535,2020-03-27T05:38:06Z,g5236628,3.216,4.8,89.8,158.4,171
Morning Run,12040.8,3643,3725,34,Run,3215372687,2020-03-25T05:35:35Z,g5236628,3.305,5.6,91.7,159.7,172
[R] Active Recovery,8084.7,2558,2564,29,Run,3209098877,2020-03-23T05:47:24Z,g5236628,3.161,4.6,88.6,150.3,159
Berlin Afternoon Run,12081.2,3623,3785,28,Run,3207178132,2020-03-22T14:49:00Z,g5236628,3.335,6.4,89.1,161.5,181
Berlin Morning Run,10099.8,3121,3124,30,Run,3199342064,2020-03-20T05:45:19Z,g5236628,3.236,6.2,89.7,155.9,170
Berlin Morning Run,10124.1,2990,3010,30,Run,3196298562,2020-03-19T05:38:38Z,g5236628,3.386,5.9,91.2,162.7,177
Berlin Morning Run,8060.8,2522,2533,28,Run,3187622149,2020-03-16T05:41:18Z,g5236628,3.196,4.1,89.9,159.1,168
Berlin Morning Run,12567.6,3883,3906,47,Run,3184530442,2020-03-15T08:55:27Z,g5236628,3.237,4.9,88.7,168,188
Berlin Morning Run,12013.4,3531,3565,31,Run,3173156854,2020-03-11T05:36:44Z,g5236628,3.402,5.6,93.7,167.3,192
Berlin Morning Run,10274.6,3145,3145,29,Run,3167580127,2020-03-09T05:40:15Z,g5236628,3.267,8.8,88.4,159.4,173
[R] Active Recovery,8068.8,2625,2659,26,Run,3152533262,2020-03-04T06:09:15Z,g5236628,3.074,5.3,88.9,149.1,156
Berlin Morning Run,12154,3487,3516,34,Run,3149498376,2020-03-03T05:35:41Z,g5236628,3.486,6.2,92.5,165.4,180
Berlin Morning Run,16025,4895,4902,47,Run,3143866635,2020-03-01T08:42:56Z,g5236628,3.274,6.5,90.4,169.4,183
Easy Berlin Morning Run,8016.8,2524,2524,26,Run,3651949366,2020-06-22T05:42:51Z,g6367487,3.176,4.9,88.7,147.1,154
Berlin Morning Run,12014.7,3738,3738,31,Run,3646574254,2020-06-21T05:40:23Z,g6367487,3.214,6.1,90.8,151.8,159
Easy Berlin Morning Run,8008.5,2519,2519,25,Run,3636768206,2020-06-19T05:45:55Z,g6367487,3.179,5.4,87.9,154.3,166
Berlin Morning Run,10060,2960,2960,28,Run,3632089363,2020-06-18T05:38:00Z,g6367487,3.399,5.7,91.8,162.8,179
Berlin Morning Run,10029.9,3060,3070,28,Run,3627054546,2020-06-17T05:38:08Z,g6367487,3.278,4.9,90.4,156.8,172
Berlin Morning Run,10053.7,3082,3093,27,Run,3616826719,2020-06-15T05:34:18Z,g6367487,3.262,5.6,89.8,154.7,167
Berlin Morning Run,10027.4,3080,3080,28,Run,3611045367,2020-06-14T05:49:46Z,g6367487,3.256,5.3,89.6,156.4,167
Berlin Morning Run,12011.8,3521,3524,32,Run,3601064760,2020-06-12T05:26:55Z,g5236628,3.411,5.1,92.5,163.2,181
[R] Active Recovery,8014.4,2546,2546,23,Run,3596075135,2020-06-11T05:43:27Z,g5236628,3.148,5.1,87.6,154.4,165
Berlin Morning Run,10015,2942,2942,32,Run,3591241939,2020-06-10T05:28:50Z,g5236628,3.404,5,90.4,166.2,181
Berlin Morning Run,10021,3021,3034,27,Run,3581060744,2020-06-08T05:35:46Z,g5236628,3.317,5.7,89.4,162.1,176
Berlin Morning Run,10000.3,3089,3111,28,Run,3550565460,2020-06-02T05:37:31Z,g5236628,3.237,5.6,89.6,155.1,166
Berlin Morning Run,10131.8,2774,2778,28,Run,3533591853,2020-05-30T05:40:29Z,g5236628,3.652,9.6,94.7,168.7,186
Berlin Morning Run,10023.5,3039,3039,27,Run,3523598449,2020-05-28T05:35:47Z,g5236628,3.298,6.2,89.6,159.9,174
Berlin Morning Run,10329,3134,3138,28,Run,3507249384,2020-05-25T05:39:50Z,g5236628,3.296,8,89.1,157,176
Berlin Morning Run,8044.2,2533,2533,28,Run,3507193383,2020-05-22T05:43:24Z,g5236628,3.176,5.7,88.1,152.8,164
Berlin Morning Run,10030.8,3190,3190,30,Run,3474817722,2020-05-19T05:29:35Z,g5236628,3.144,4.5,88.7,153.9,164
[R] Active Recovery,8029.1,2552,2552,25,Run,3469780082,2020-05-18T05:39:10Z,g5236628,3.146,7,89.2,148.6,158
[R] Active Recovery,8021.6,2579,2594,22,Run,3453095754,2020-05-15T05:43:37Z,g5236628,3.11,12.3,87.5,157.1,167
Berlin Morning Run,10014.8,3142,3153,34,Run,3432808427,2020-05-11T05:36:08Z,g5236628,3.187,4.4,90.1,156.2,174
[R] Active Recovery,8021.4,2568,2584,23,Run,3411254202,2020-05-07T05:38:19Z,g5236628,3.124,4.8,86.6,151.4,161
Berlin Morning Run,10026.6,3077,3077,30,Run,3394696449,2020-05-04T05:37:27Z,g5236628,3.259,5.5,90.7,156.6,173
Berlin Morning Run,8179,2543,2552,26.3,Run,3382877273,2020-05-02T05:47:43Z,g5236628,3.216,5.1,,,
Berlin Morning Run,16122.3,5075,5087,42,Run,3373679810,2020-04-30T05:05:45Z,g5236628,3.177,6.2,88.1,155,165
[R] Active Recovery,8043,2556,2568,24,Run,3364316044,2020-04-28T05:41:49Z,g5236628,3.147,4.7,87.5,152.9,160
Grunewaldturm,23050.5,7481,7788,138,Run,3354603844,2020-04-26T08:49:35Z,g5236628,3.081,5.6,87.1,162.7,185
Berlin Morning Run,10022.7,3124,3124,29,Run,3339141212,2020-04-23T05:38:56Z,g5236628,3.208,5.6,89,157.8,166
Berlin Berlin Morning Run,10031.4,3145,3159,35,Run,3329106989,2020-04-21T05:37:04Z,g5236628,3.19,5.3,89.1,158.8,170
Berlin THF Touch and Go,14542.9,4454,4532,39,Run,3319630722,2020-04-19T08:55:47Z,g5236628,3.265,11.6,89.3,160.5,179
Berlin Afternoon Run,10048.2,3161,3296,35,Run,3312242713,2020-04-17T17:07:50Z,g5236628,3.179,5.4,86.6,159.8,177
Berlin Berlin Morning Run,10052.5,3105,3115,31,Run,3300636659,2020-04-15T05:38:43Z,g5236628,3.238,6.7,90,155.6,164
Berlin Morning Run,10034.2,3194,3194,49,Run,3291866472,2020-04-13T06:35:33Z,g5236628,3.142,4.7,87.1,152.9,165
Berlin Morning Run,10152.5,3167,3180,31,Run,3282464374,2020-04-11T05:34:52Z,g5236628,3.206,8,88.8,155.8,164
Berlin Morning Run,10034,3220,3220,27,Run,3269514140,2020-04-08T05:36:55Z,g5236628,3.116,8.1,88.7,154.4,168
Berlin Afternoon Run,17065.5,5436,5675,53,Run,3258357982,2020-04-05T14:00:17Z,g5236628,3.139,5.9,87.4,157.7,166
Berlin Morning Run,8130.7,2526,2535,22,Run,3248577253,2020-04-03T05:44:44Z,g5236628,3.219,10.5,88,158,169
Berlin Morning Run,12019.3,3752,3781,30,Run,3230295353,2020-03-29T10:04:29Z,g5236628,3.203,4.5,89.1,165.1,176
Berlin Morning Run,10090.9,3138,3141,26,Run,3222500535,2020-03-27T05:38:06Z,g5236628,3.216,4.8,89.8,158.4,171
Morning Run,12040.8,3643,3725,34,Run,3215372687,2020-03-25T05:35:35Z,g5236628,3.305,5.6,91.7,159.7,172
[R] Active Recovery,8084.7,2558,2564,29,Run,3209098877,2020-03-23T05:47:24Z,g5236628,3.161,4.6,88.6,150.3,159
Berlin Afternoon Run,12081.2,3623,3785,28,Run,3207178132,2020-03-22T14:49:00Z,g5236628,3.335,6.4,89.1,161.5,181
Berlin Morning Run,10099.8,3121,3124,30,Run,3199342064,2020-03-20T05:45:19Z,g5236628,3.236,6.2,89.7,155.9,170
Berlin Morning Run,10124.1,2990,3010,30,Run,3196298562,2020-03-19T05:38:38Z,g5236628,3.386,5.9,91.2,162.7,177
Berlin Morning Run,8060.8,2522,2533,28,Run,3187622149,2020-03-16T05:41:18Z,g5236628,3.196,4.1,89.9,159.1,168
Berlin Morning Run,12567.6,3883,3906,47,Run,3184530442,2020-03-15T08:55:27Z,g5236628,3.237,4.9,88.7,168,188
Berlin Morning Run,12013.4,3531,3565,31,Run,3173156854,2020-03-11T05:36:44Z,g5236628,3.402,5.6,93.7,167.3,192
Berlin Morning Run,10274.6,3145,3145,29,Run,3167580127,2020-03-09T05:40:15Z,g5236628,3.267,8.8,88.4,159.4,173
[R] Active Recovery,8068.8,2625,2659,26,Run,3152533262,2020-03-04T06:09:15Z,g5236628,3.074,5.3,88.9,149.1,156
Berlin Morning Run,12154,3487,3516,34,Run,3149498376,2020-03-03T05:35:41Z,g5236628,3.486,6.2,92.5,165.4,180
Berlin Morning Run,16025,4895,4902,47,Run,3143866635,2020-03-01T08:42:56Z,g5236628,3.274,6.5,90.4,169.4,183
Berlin Morning Run,14073.4,4355,4362,34,Run,3138090194,2020-02-28T05:23:14Z,g5236628,3.232,4.6,91.2,160.7,170
Berlin Morning Run,12092.5,3767,3792,32,Run,3135447431,2020-02-27T05:29:24Z,g5236628,3.21,5.3,89.4,163.7,173
Morning Run,8012.3,2464,2464,27,Run,3129805784,2020-02-25T05:42:57Z,g5236628,3.252,5.4,88.4,169,184
Morning Run,10014.5,2873,2876,33,Run,3112603156,2020-02-19T05:38:54Z,g5236628,3.486,5,94,170.2,188
[R] Active Recovery (fasted),8057.4,2554,2554,27,Run,3106839776,2020-02-17T05:34:19Z,g5236628,3.155,5,88.5,152.8,163
Morning Run,10130.2,3137,3137,30,Run,3095425163,2020-02-13T05:38:23Z,g5236628,3.229,4.9,90.4,162.3,176
Morning Run,10038.5,3174,3193,35,Run,3089727937,2020-02-11T05:39:51Z,g5236628,3.163,4.7,87.9,163.4,175
Easy Morning Run,10061,3243,3243,26,Run,3058337679,2020-01-31T05:38:47Z,g5236628,3.102,4.2,89,148.9,156
[R] Active Recovery w/ Strides,10190.9,3205,3220,33,Run,3052677598,2020-01-29T05:37:29Z,g5236628,3.18,6.6,90.9,152.8,165
[L] Berlin Lunch Run,33840.7,10065,10320,130,Run,3045317338,2020-01-26T12:14:53Z,g5236628,3.362,25.2,89.9,158.1,179
Berlin Morning Run w/ Strides & Hill Sprints,13031.7,4003,4025,41,Run,3038182968,2020-01-24T05:30:36Z,g5236628,3.255,5.2,91.2,159,175
[GA] Berlin Morning Run,13018.7,4003,4003,40,Run,3029701412,2020-01-21T05:30:34Z,g5236628,3.252,4.9,92.3,153.7,160
[L] Long Run,32144.3,10642,11216,113,Run,3024599733,2020-01-19T09:37:22Z,g5236628,3.021,9.4,88.9,159.2,170
[R] Active Recovery w/ Strides ,10149.8,3165,3184,26,Run,3015376157,2020-01-16T05:41:45Z,g4990035,3.207,4.9,88.4,154.6,172
Berlin Morning Run,20151.3,6210,6213,65,Run,3009500361,2020-01-14T04:48:44Z,g5236628,3.245,6,92.3,158.8,172
